t,tk,gt_u,gt_v,gt_mag,P_t_u,P_t_v,P_tk_u,P_tk_v,P_t_u_sign_match,P_t_v_sign_match,P_tk_u_sign_match,P_tk_v_sign_match
30,50,0.019966650393049457,-0.018912163972313066,0.02750158311868461,-0.2283560037612915,-0.3256986439228058,0.2427789568901062,0.38150444626808167,0,1,1,0
31,51,0.019130527018488608,-0.011868221003436808,0.022512923705985885,-0.2272386997938156,-0.32558268308639526,0.23792797327041626,0.3748452663421631,0,1,1,0
32,52,0.017643842372736945,-0.003351453097646735,0.017959326589260343,-0.22461125254631042,-0.33512651920318604,0.23697859048843384,0.37446165084838867,0,1,1,0
33,53,0.015435684100549879,0.006817060332643647,0.01687402308967461,-0.22675232589244843,-0.3444003760814667,0.23925253748893738,0.36259010434150696,0,0,1,1
34,54,0.013062434944822898,0.018103395061537197,0.022323980815298596,-0.2175188660621643,-0.3523559868335724,0.24355001747608185,0.3671433627605438,0,0,1,1
35,55,0.01077868838603735,0.02988566045242538,0.03176999880391812,-0.223244771361351,-0.34859246015548706,0.24284294247627258,0.3710295855998993,0,0,1,1
36,56,0.009134500077850272,0.040680777579161415,0.04169370163606787,-0.22723661363124847,-0.3677489161491394,0.24400359392166138,0.354157954454422,0,0,1,1
37,57,0.0081008506668446,0.0489080649653749,0.04957441477399253,-0.22788533568382263,-0.36797845363616943,0.2462664246559143,0.35370346903800964,0,0,1,1
38,58,0.006797964358588399,0.05372816649614556,0.05415651571563829,-0.22918908298015594,-0.36346331238746643,0.24451977014541626,0.34522944688796997,0,0,1,1
39,59,0.0052774292081456675,0.05539886871925097,0.05564967128761671,-0.22534476220607758,-0.36072003841400146,0.23994554579257965,0.3250667452812195,0,0,1,1
40,60,0.0040817799445704295,0.054565152378529526,0.054717609428848804,-0.22562262415885925,-0.3630714416503906,0.2314092069864273,0.32572221755981445,0,0,1,1
41,61,0.0030032459878854834,0.051303464467378705,0.051391292577822364,-0.22561140358448029,-0.36472952365875244,0.22663015127182007,0.3202567398548126,0,0,1,1
42,62,0.0015378883072515448,0.04645680216639683,0.04648225003131103,-0.22818419337272644,-0.37007102370262146,0.22480064630508423,0.31656312942504883,0,0,1,1
43,63,0.000136309088364317,0.04018687606097752,0.040187107232394055,-0.229812890291214,-0.37859976291656494,0.22923266887664795,0.3103456199169159,0,0,1,1
44,64,-0.0010660602540672748,0.03228709379492609,0.032304688671888744,-0.23455491662025452,-0.3857353925704956,0.23756088316440582,0.2989100217819214,1,0,0,1
45,65,-0.0018147123834022505,0.023109992979262056,0.023181133633539474,-0.24283501505851746,-0.3861919045448303,0.23622184991836548,0.3020762801170349,1,0,0,1
46,66,-0.002181273668719841,0.013115236022955667,0.013295389078762777,-0.2415369600057602,-0.38107427954673767,0.23889002203941345,0.2886105179786682,1,0,0,1
47,67,-0.002588770676085872,0.0019164014776803795,0.003220920402154894,-0.24407829344272614,-0.3871660828590393,0.22715400159358978,0.2798960506916046,1,0,0,1
48,68,-0.0029345324697447883,-0.010948452517886675,0.01133490597016162,-0.23751983046531677,-0.3851783871650696,0.2232784926891327,0.2775636911392212,1,1,0,0
49,69,-0.002996527266595078,-0.02593482809941257,0.026107364558789297,-0.24341899156570435,-0.3888741135597229,0.22818206250667572,0.2880464792251587,1,1,0,0
50,70,-0.003352393113105645,-0.04327165474904811,0.04340132076683399,-0.2435368150472641,-0.38498562574386597,0.2317918837070465,0.25095197558403015,1,1,0,0
51,71,-0.003787854700079224,-0.06194544425099343,0.062061146514400194,-0.24841496348381042,-0.37848779559135437,0.23327013850212097,0.23372381925582886,1,1,0,0
52,72,-0.00405216161212979,-0.08004922201184268,0.08015171837479279,-0.24596670269966125,-0.3802681565284729,0.22532051801681519,0.22959700226783752,1,1,0,0
53,73,-0.004020752464237359,-0.0965887108515069,0.09667236168799581,-0.24148522317409515,-0.3727297782897949,0.2216220200061798,0.21666674315929413,1,1,0,0
54,74,-0.0036048159240918143,-0.11208840362986394,0.1121463549391503,-0.24323095381259918,-0.3635292649269104,0.23344197869300842,0.22382353246212006,1,1,0,0
55,75,-0.0028762376812827006,-0.12696532291809015,0.1269978974900535,-0.24296943843364716,-0.3637514114379883,0.2370980978012085,0.23686733841896057,1,1,0,0
56,76,-0.001848293791866823,-0.14000547429237634,0.14001767396216203,-0.24588999152183533,-0.3561400771141052,0.23303590714931488,0.23017945885658264,1,1,0,0
57,77,-0.001258145506856545,-0.14966200559342582,0.14966729384993585,-0.24880337715148926,-0.35960668325424194,0.232866570353508,0.2255677878856659,1,1,0,0
58,78,-0.0015966289299813308,-0.15542512352096238,0.1554333241150252,-0.2513597011566162,-0.3567046821117401,0.2450951635837555,0.23439927399158478,1,1,0,0
59,79,-0.003179694964257962,-0.15767075350477203,0.1577028121842737,-0.24950312077999115,-0.3431016802787781,0.23848173022270203,0.23616527020931244,1,1,0,0
60,80,-0.004644874810268901,-0.15743934348033545,0.1575078465903274,-0.2403721958398819,-0.33932948112487793,0.23915357887744904,0.23360437154769897,1,1,0,0
61,81,-0.006013100395943494,-0.1544175121934123,0.15453454451472762,-0.2380530834197998,-0.3329835832118988,0.23293498158454895,0.2394552379846573,1,1,0,0
62,82,-0.006991788644852948,-0.14909960398898586,0.14926344836605748,-0.23861098289489746,-0.325072705745697,0.23472940921783447,0.24964989721775055,1,1,0,0
63,83,-0.007873951363172038,-0.14205211802968226,0.14227017729232075,-0.2417972832918167,-0.32141315937042236,0.23459337651729584,0.2462102621793747,1,1,0,0
64,84,-0.008838864952271153,-0.13393510775156964,0.1342264453156272,-0.24970847368240356,-0.3170488774776459,0.2379237711429596,0.24787044525146484,1,1,0,0
65,85,-0.009188529303851972,-0.12348991682782667,0.12383129099266992,-0.2445828765630722,-0.3147054612636566,0.23944664001464844,0.25010019540786743,1,1,0,0
66,86,-0.008656941552111108,-0.10993986425851446,0.11028017224423098,-0.24610738456249237,-0.301227867603302,0.24442486464977264,0.25978338718414307,1,1,0,0
67,87,-0.008118209170084684,-0.09379256168794543,0.09414324164865101,-0.23477058112621307,-0.28582629561424255,0.23798394203186035,0.262618750333786,1,1,0,0
68,88,-0.007624030953670369,-0.07539771453257206,0.07578219582934868,-0.23993417620658875,-0.2823191285133362,0.24124570190906525,0.2318848818540573,1,1,0,0
69,89,-0.007422813677547019,-0.054960873476410196,0.055459857340075705,-0.24905240535736084,-0.29087644815444946,0.23619379103183746,0.24103930592536926,1,1,0,0
